No.	PN Title	Content	Sector	Customer	Focus	Services	Technology	Application	Tools	Published	Presentation	Author	Name	Project	Modified By	Modified	Item Type	Path
563	Iterative Alternative – Großbank entwickelt mit RUP	Eine führende Schweizer Bank etabliert den Rational Unified Process (RUP) als alternatives Vorgehensmodell zum vorhandenen Wasserfallprozess in der Softwareentwicklung. Zühlke unterstützt bei Definition, Coaching und Rollout.	Banking & Financial Services	CS	Software Solutions	"Consulting;#__ Organisation development;#_ Methodology;#__ Software Development Process;#Integration;#_ Change Management"	RUP		"RUP;#Rational Method Composer (RMC)"	12.11.2010		rgr	pn_563_d_adaption-rup_web.pdf		Martin, Elisabeth	12.11.2010 09:06	Item	services/bd/pn/Project Notes published
562	Softwarewartung - einfach mit bewährtem Partner	Durch stetige Verbesserungen sind medi­zintechnische Geräte im Markt lange erfolgreich. Zühlke Spezialisten nutzen ihr Know-how aus der Entwicklung und setzen Wartungsarbeiten und Erweiterungen schnell und unkompliziert um.	Medical & Laboratory Devices	Varian	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process;#Development;#__ Development support"	Real-Time and Embedded Software	"Embedded Systems;#Machine Control Systems"	"C++;#Eclipse;#RUP;#VxWorks; Rational Rose"	13.11.2009		che	pn_562_d_softwarewartung_web.pdf	C11970	Martin, Elisabeth	17.06.2010 14:59	Item	services/bd/pn/Project Notes published
561	Moderne Web-Anwendung mit Ruby on Rails	Eine integrierte Lösung ersetzt zwei firmeninterne Anwendungen. Zühlke setzt Ruby on Rails ein und realisiert damit innerhalb kurzer Zeit und mit niedrigem Aufwand eine umfangreiche Web-Applikation.	Machinery & Plants	Liebherr	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	Agile Methods	Rich Internet Applications	"Java Script;#MS SQL;#Windows;#Ruby on Rails"	25.02.2010		mfu	pn_561_d_web-anwendung_ruby_web.pdf	c12168	Martin, Elisabeth	17.06.2010 15:00	Item	services/bd/pn/Project Notes published
560	Funktionsstarkes Telematikmodul für Baumaschinen	Baumaschinen sollen ein Telematik­modul mit neuen Funktionen erhalten. Der Auftraggeber stellt hohe Anforderungen an Funktionalität, Flexibilität und Robustheit. Zühlke konzipiert, entwickelt und testet die Lösung.	Machinery & Plants	Liebherr	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#_ Product innovation;#__ Product development"	Real-Time and Embedded Software	Embedded Systems	"C++;#Linux;#XML;#SCONS; LINT; KDevelop"	21.02.2011		dml, rth, jsi	pn_560_d_telematikmodul_baumaschinen_web.pdf	C 10436	Martin, Elisabeth	21.02.2011 10:32	Item	services/bd/pn/Project Notes published
556	Applikationsspezifische cRIO-Module steuern Maschinen	Die nächste Generation von Lasergravurmaschinen erhält eine neue Steuerung auf Basis von Standard-Hard­ware. Zühlke realisiert die appli­ka­tions­spezifische Interface-Elektronik und die Integration in die National Instruments-Umgebung.	Machinery & Plants	Daetwyler	Product Innovation	"Development;#_ Product innovation;#__ Test Engineering"	LabVIEW	Machine Control Systems	LabVIEW	31.08.2009		ruw	pn_556_d_crio-maschinensteuerung_web.pdf	c12290	Martin, Elisabeth	17.06.2010 15:00	Item	services/bd/pn/Project Notes published
555	Blutzuckerregelung bei Intensiv­patienten mit Windows CE	Auf Basis eines etablierten Infusionspumpensystems entwickelt ein führender Hersteller ein neuartiges System zur Blutzuckerregelung bei Intensivpatienten. Zühlke unterstützt den Kunden bei der Softwarearchitektur und der Realisierung.	Medical & Laboratory Devices	B. Braun	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing"	Real-Time and Embedded Software	Embedded Systems	"Windows CE; Visual Studio"	17.11.2009		mwu	pn_555_d_infusionspumpe-windows-ce_web.pdf		Martin, Elisabeth	17.06.2010 15:02	Item	services/bd/pn/Project Notes published
554	Neue Software verbessert Infusionspumpensystem	Ein Infusionspumpensystem soll neue Funktionen zur Blutzuckerregelung bei Intensivpatienten erhalten. Zühlke unterstützt den Hersteller bei der Softwarearchitektur und der Realisierung der neuartigen Therapie.	Medical & Laboratory Devices	B. Braun	Software Solutions	"Development;#_ Software solutions;#__ Development support"	Real-Time and Embedded Software	Embedded Systems	"C++;#Patterns;#Perl;#UML;#Rhapsody"	02.11.2009		mwu	pn_554_d_infusionspumpe-software_web.pdf		Martin, Elisabeth	17.06.2010 15:02	Item	services/bd/pn/Project Notes published
553	Infusionssystem für Blutzuckerregelung schneller getestet	Ein Hersteller von Medizintechnik entwickelt eine neuartige Therapie zur Blutzuckerregelung bei Intensivpatienten auf Basis seines Infusionspumpensystems. Zühlke übernimmt das Testmanagement für den Kunden.	Medical & Laboratory Devices	B. Braun	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing"	Real-Time and Embedded Software	Embedded Systems	"C++;#Perl;#Rhapsody;#UML"	02.11.2009		mwu	pn_553_d_infusionspumpe-testoptimierung_web.pdf		Martin, Elisabeth	17.06.2010 15:02	Item	services/bd/pn/Project Notes published
552	Coaching zur Kostenreduktion bei einem Dosiersystem	Ein Anbieter von Laborautomaten will die Herstellkosten für seine Produkte signifikant verringern. Zühlke führt das Kernteam des Kunden in einem systematischen Prozess vom bestehenden zum kostenreduzierten System.	Medical & Laboratory Devices	Hamilton	Product Innovation	"Development;#_ Product innovation;#__ Production cost reduction"				28.09.2009		mst	pn_552_d_dosiersystem-hk-senkung_web.pdf	C10742	Martin, Elisabeth	17.06.2010 15:03	Item	services/bd/pn/Project Notes published
551	High-Speed-Elektronik für die Bahntechnik	Für einen Hersteller von Kommunikations­technik für Schienenfahrzeuge entwickelt Zühlke eine spezielle PCI-Express-Karte. Der Kunde erhält VHDL-Design, Elektronik und Software-Treiber aus einer Hand.	Measuring, Steering & Control	Duagon	Product Innovation	"Development;#_ Product innovation;#__ Product development"	Microprocessors/FPGA	"Embedded Systems;#Bahntechnik"	"Alterra FPGA; Altium Designer; PCI-Express"	23.09.2009		den	pn_551_d_pci-express_web.pdf	C11757	Martin, Elisabeth	17.06.2010 15:04	Item	services/bd/pn/Project Notes published
550	Chassis für Laborautomat mit Simulation entwickelt	Zühlke unterstützt den Kunden bei der Entwicklung eines Chassiskonzeptes für neue Laborautomaten. Mithilfe von Simulation gelingt es, die Steifigkeit des Chassis zu erhöhen und gleichzeitig das Gewicht zu reduzieren.	Medical & Laboratory Devices	Tecan	Product Innovation	"Development;#_ Product innovation;#__ Simulation & Calculation"	Digital Engineering		"ANSYS;#Pro/E; PEP"	28.08.2009		res	pn_550_d_laborautomat-simulation_web.pdf	12044	Martin, Elisabeth	17.06.2010 15:04	Item	services/bd/pn/Project Notes published
549	Neuartiges Sensorprinzip mit Simulation entwickelt	Zühlke entwickelt ein Dynamometer zur Messung von Hand- und Fingerkräften für den Einsatz in starken MRI-Magnetfeldern. Mittels FEM-Simulation erreicht bereits der erste Prototyp das geforderte Sensorverhalten. 	Medical & Laboratory Devices	"ETH; Uni Zürich"	Product Innovation	"Development;#_ Product innovation;#__ Simulation & Calculation"	"Digital Engineering;#Plastics Technology;#Optics"		ANSYS	27.08.2009		osm	pn_549_d_simulation-dynamometer_web.pdf	p1745	Martin, Elisabeth	17.06.2010 15:04	Item	services/bd/pn/Project Notes published
548	Pick-and-place Toolhalter mit Simulation schnell entwickelt	"Zühlke entwickelt einen miniaturisierten Vakuum Toolhalter für das Greifen und Platzieren von Kleinstkomponenten im „Die Bonder""-Umfeld. Entscheidend für die einwandfreie Funktion ist ein kontrolliertes Einfedern der Toolspitze."	Measuring, Steering & Control	Datacon	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes;#__ Simulation & Calculation"			"ANSYS;#Solid Works"	14.08.2009		osm	pn_548_d_simulation-toolhalter_web.pdf	P1842	Martin, Elisabeth	17.06.2010 15:07	Item	services/bd/pn/Project Notes published
547	Agile Softwareentwicklung im Großkonzern	Innerhalb des traditionellen Product-Lifecycle-Prozesses von Schneider Electric entwickelt Zühlke in einem engen Zeit­rahmen mit agilen Praktiken und ange­lehnt an Scrum ein neues grafisches User Interface.	Measuring, Steering & Control	Schneider Electric	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Project management"	".NET;#Agile Methods"	Machine Control Systems	"C#;#MS .NET Framework;#MS Excel;#RUP;#Scrum;#Team Foundation Server"	04.11.2009		est	pn_547_d_user-interface-agil_web.pdf	c11419	Martin, Elisabeth	17.06.2010 15:07	Item	services/bd/pn/Project Notes published
546	Störungsmanagement im Griff dank Usability Engineering	Die Auswirkungen einer Störung im Schienenverkehr sollen minimiert werden. Die Kombination von Usability Methoden und Requirements Engineering hilft dem Informatik-Projektteam, dieses Ziel zu erreichen. 	Transportation & Logistics	SBB	Software Solutions	"Consulting;#_ Methodology;#__ Usability;#Development;#_ Software solutions;#__ Development support"	"Agile Methods;#Java EE"	Information Systems	Eclipse	02.10.2009		mdf	pn_546_d_usability-stoerungsmanagement_web.pdf	c10496	Martin, Elisabeth	17.06.2010 15:08	Item	services/bd/pn/Project Notes published
545	Die Umwelt verstehen und interaktiv im Internet sehen	Warum ist es im Winter im Tal kälter als auf dem Berg? Beeinflusst dies den Smog? Mit einer Rich Internet Application (RIA) kann jedermann den Zusammenhang zwischen Wetter und Feinstaub im Urner Reusstal beobachten.	Public Sector	inNet	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	.NET	Rich Internet Applications	"C#;#Silverlight;#Visual Studio .NET"	19.08.2009		klu	pn_545_d_umweltdaten-reusstal_web.pdf		Martin, Elisabeth	17.06.2010 15:09	Item	services/bd/pn/Project Notes published
544	Internet Datensafe - agil und innovativ	DSwiss AG lanciert mit DataInherit den weltweit ersten Internet-Datensafe mit der einzigartigen Zusatzfunktion der Datenvererbung. Zühlke erarbeitet das Usability Konzept und entwickelt die Lösung in bester Qualität.	SW Products & Services	DSwiss	Software Solutions	"Consulting;#_ Methodology;#__ Usability;#__ Software Development Process;#Development;#_ Software solutions;#__ Bespoke Solutions"	"Agile Methods;#Java EE"	"Information Systems;#Rich Internet Applications"	"Adobe Flex;#Ant;#Eclipse;#Hibernate;#Java EE;#Patterns;#Scrum;#Subversion;#BlazeDS; iText; Quartz; Tamcat; Postgres; Ant; Subversion"	17.07.2009		cha	pn_544_d_datensafe_web.pdf	c11344	Martin, Elisabeth	12.05.2011 11:55	Item	services/bd/pn/Project Notes published
543	Realisierung einer Online-Hotel-Buchungsplattform	Zühlke realisiert für Kuoni Connect die neue Hotel-Buchungsplattform, die neben dem eigenen auch externe Angebote verfügbar macht. Die Lösung eröffnet einen zusätzlichen, strategisch wichtigen Verkaufskanal über das Internet.	Others	Kuoni	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#Integration"	"Agile Methods;#Java EE;#Web Services"	Rich Internet Applications	"Hibernate;#Java EE;#JMS;#Mantis;#UML;#XML;#JSF"	06.07.2009		"aap;csh;der;eig;rbe;wro"	pn_543_d_hotelbuchungsplattform_web.pdf		Martin, Elisabeth	17.06.2010 15:10	Item	services/bd/pn/Project Notes published
541	SAP-Integration: Mit Modell einfach vernetzt	Die Softwarelösung für ein Bahnunternehmen bezieht Daten aus mehreren externen Systemen. Zühlke entwickelt mit einem modellgetriebenen Vorgehen schnell und mit geringem Aufwand eine einfach zu wartende Anwendung.	Transportation & Logistics	SBB	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	"Agile Methods;#Java EE"	Information Systems	"CruiseControl;#Eclipse;#Hibernate;#Java EE;#J2SE;#Mantis;#UML"	02.10.2009		"ubr; pa"	pn_541_d_integration_modell_web.pdf	c10843	Martin, Elisabeth	17.06.2010 15:11	Item	services/bd/pn/Project Notes published
540	Erfolgreiche Integration zweier Unternehmensmarken	Gestraffte Organisationsstrukturen, opti­mierte Prozesse und stärkere Markt­aus­richtung: Zühlke schlägt die Zusammenführung zweier Corporate Brands eines Unternehmens für Logistiklösungen vor, damit die Rentabilität verbessert wird.  	Transportation & Logistics	Kardex	"Product Innovation;#Management Consulting"	"Consulting;#__ Organisation development;#__ Business Process Management"		Innovation Management		01.09.2009		srb	pn_540_d_bereichsintegration_web.pdf	c12034	Martin, Elisabeth	25.01.2011 11:34	Item	services/bd/pn/Project Notes published
539	Pünktlich nach Südafrika mit ZEUS Airport Management	ACSA als Betreiber der großen Flughäfen in Südafrika will die Abläufe optimieren und so die Pünktlichkeit verbessern. Dabei punktet eine Mannschaft aus der Schweiz mit der modernen Airport Management Lösung ZEUS.	Transportation & Logistics	NeuroPie	Software Solutions	"Development;#_ Software solutions;#__ Development support"	".NET;#Web Services"	Information Systems	"ADO;#C#;#IIS;#MS .NET Framework;#Patterns;#RUP;#SOAP;#UML;#Windows;#XML;#WPF;  Team Foundation Server Infragistics"	14.08.2009		"ror; jab"	pn_539_d_flughafen-infosystem_web.pdf		Martin, Elisabeth	20.09.2010 10:56	Item	services/bd/pn/Project Notes published
538	Testmanagement für Bahn-Dispositionssystem	Die SBB nimmt erfolgreich und termingerecht ein neues Dispositionssystem in Betrieb. In diesem umfangreichen Projekt übernimmt Zühlke das Testmanagement und trägt damit zu der erreichten hohen Softwarequalität bei.	Transportation & Logistics	SBB	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing"	"Java EE;#Real-Time and Embedded Software"	Information Systems	"Eclipse;#Hibernate;#IBM Websphere;#J2SE;#Linux;#Oracle;#RUP;#SOAP;#UML;#Hudson; TIBCO RV; COHERENCE"	06.07.2009		hsp	pn_538_d_testmanagement_rail_web.pdf	c10495	Martin, Elisabeth	17.06.2010 15:12	Item	services/bd/pn/Project Notes published
537	Business Transformation für nachhaltiges Wachstum	Business Transformation: bekannte Geschäftsfelder verlassen, eingefahrene Prozesse neu definieren und Strukturen verändern. Der Einsatz eines Zühlke Consulting-Teams bringt neue Impulse in ein Maschinenbau-Unternehmen.	Devices & Apparatus	Komax	"Product Innovation;#Management Consulting"	"Consulting;#__ Organisation development;#__ Business Process Management"		Innovation Management		01.07.2009		drr	pn_537_d_business-transformation_web.pdf		Martin, Elisabeth	25.01.2011 11:26	Item	services/bd/pn/Project Notes published
536	Innovative Mikrofon-Software für besseres Hören	Ein internationaler Hörgerätehersteller ergänzt seine Sendegeräte-Plattform für den Unterricht um ein innovatives Zusatzmikrofon. Zühlke entwickelt mit neuester Entwicklungstechnologie die Software dafür.	Medical & Laboratory Devices	Phonak	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support"	Real-Time and Embedded Software	Embedded Systems	"C++;#Eclipse;#Rhapsody;#Sciopta RIOS; ARM9;"	01.09.2009		dst, aem	pn_536_d_mikrofon-software_web.pdf	c11091	Martin, Elisabeth	13.07.2010 14:31	Item	services/bd/pn/Project Notes published
535	Standortoptimierung für globale Softwareentwicklung	Der weltweit tätige Elektronikkonzern Philips stärkt seine Software-Abteilungen: Know-how, Produkte und Standorte werden besser aufeinander abgestimmt. Dafür bürgt die Neugruppierung der Einheiten.	Devices & Apparatus	Philips	"Product Innovation;#Management Consulting"	"Consulting;#_ Management Consulting"		Innovation Management		15.06.2009		rpm	pn_535_d_standortoptimierung-sw_web.pdf	P2249/C10367	Martin, Elisabeth	25.01.2011 11:14	Item	services/bd/pn/Project Notes published
534	Produktdaten mit PDM-System für alle Prozesse gezielt nutzbar	Ein umfangreiches PDM-System ermöglicht allen Nutzern in der Firmengruppe, Produktdaten und -dokumente kontrolliert zu verwenden. Zühlke überarbeitet die Prozesse und entwickelt das Konzept entlang der gesamten Pro­zesskette.	Measuring, Steering & Control	Sauter	"Product Innovation;#Management Consulting"	"Consulting;#__ Business Process Management;#__ IT Strategy & Enterprise Architecture"		"PDM / PLM;#Innovation Management;#Information Management"		30.06.2009		rpm	pn_534_d_pdm-system_web.pdf	P.2211	Martin, Elisabeth	17.06.2010 15:15	Item	services/bd/pn/Project Notes published
